Measure,Location,Sex,Age,Cause,Risk,Metric,Year,Value,Upper,Lower
Deaths,Bolivia (Plurinational State of),Female,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,72.19387752,120.9142893,39.48740104
Deaths,Bolivia (Plurinational State of),Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,161.9895454,255.2110525,90.9389728
Deaths,Chile,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,0.675806619,1.24180176,0.346567273
Deaths,Chile,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,0.645914366,1.166547758,0.348474763
Deaths,Chile,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,1.321720985,2.413830096,0.691112148
Deaths,Chile,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.141886976,0.260718809,0.072762505
Deaths,Chile,Female,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.14092325,0.254513153,0.076028958
Deaths,Chile,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.14141437,0.258261968,0.073943888
Deaths,Chile,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,82.58126656,108.9427943,58.92870917
Deaths,Chile,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,136.0356125,179.7513346,96.76221639
Deaths,Chile,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,218.6168791,287.1320893,154.9428995
Deaths,Chile,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1228.699837,1620.924444,876.7811193
Deaths,Chile,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1390.151464,1836.883566,988.8156073
Deaths,Chile,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1324.413237,1739.488467,938.6668947
Deaths,Bolivia (Plurinational State of),Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,17.76738058,27.05622915,10.20206862
Deaths,Bolivia (Plurinational State of),Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,23.04405983,36.66532183,13.06951827
Deaths,Bolivia (Plurinational State of),Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,40.81144042,62.70222612,23.30431354
Deaths,Bolivia (Plurinational State of),Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1849.463578,2816.36959,1061.966014
Deaths,Bolivia (Plurinational State of),Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1529.130676,2432.994393,867.2517542
Deaths,Bolivia (Plurinational State of),Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1653.837458,2540.936786,944.3809447
Deaths,Honduras,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,2.088621484,4.734220573,0.702116503
Deaths,Honduras,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,1.800533447,3.977301854,0.532952361
Deaths,Honduras,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,3.889154932,8.168474877,1.352897286
Deaths,Honduras,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.454603248,1.030436613,0.152820626
Deaths,Honduras,Female,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.409823966,0.905283721,0.121306633
Deaths,Honduras,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.4327142,0.908838844,0.150525725
Deaths,Honduras,Male,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.817439698,1.485973893,0.376430194
Deaths,Honduras,Female,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.154005505,0.634204863,0.042930009
Deaths,Honduras,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.971445203,1.820517152,0.438186011
Deaths,Honduras,Male,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,0.146175255,0.265723103,0.067313564
Deaths,Honduras,Female,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,0.02874635,0.118379373,0.008013227
Deaths,Honduras,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,0.088719839,0.166263612,0.040018513
Deaths,Honduras,Male,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.501408196,0.9033699,0.234066818
Deaths,Honduras,Female,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.134651146,0.449166719,0.049377378
Deaths,Honduras,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.636059342,1.132410179,0.312215695
Deaths,Honduras,Male,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,0.091626834,0.165080916,0.042773137
Deaths,Honduras,Female,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,0.025453006,0.084905651,0.009333769
Deaths,Honduras,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,0.059099745,0.10521841,0.029009664
Deaths,Honduras,Male,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,0.521402948,1.027456345,0.228607364
Deaths,Honduras,Female,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,0.182575006,0.588871638,0.066498456
Deaths,Honduras,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,0.703977954,1.347061558,0.313881597
Deaths,Honduras,Male,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,0.098131419,0.193373953,0.04302539
Deaths,Honduras,Female,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,0.034299464,0.110628405,0.012492736
Deaths,Honduras,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,0.066186465,0.126647777,0.02951046
Deaths,Honduras,Male,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.501675403,1.023346086,0.193662914
Deaths,Colombia,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,272.8577123,387.8014805,171.9135922
Deaths,Colombia,Female,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,2.424033551,4.376176393,1.264966107
Deaths,Colombia,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,6.093916551,11.24088064,3.092272192
Deaths,Colombia,Male,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,0.180178146,0.336301387,0.089696725
Deaths,Colombia,Female,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,0.124362326,0.224514827,0.064897669
Deaths,Colombia,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,0.152883833,0.282010577,0.07757875
Deaths,Colombia,Male,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,4.894256612,8.64368047,2.382609569
Deaths,Colombia,Female,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,3.099097814,5.491422511,1.493906875
Deaths,Colombia,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,7.993354425,14.02011062,3.94878476
Deaths,Colombia,Male,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.235255829,0.415482141,0.114526645
Deaths,Colombia,Female,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.151706213,0.268814656,0.073129332
Deaths,Colombia,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.193861655,0.340027691,0.095769299
Deaths,Colombia,Male,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,42.46938874,63.10338405,27.7951783
Deaths,Colombia,Female,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,24.13430293,37.53378627,15.0456002
Deaths,Colombia,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,66.60369167,100.5367335,43.06567891
Deaths,Colombia,Male,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,2.142437745,3.183353371,1.402173209
Deaths,Colombia,Female,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,1.204855169,1.873796667,0.751120478
Deaths,Colombia,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,1.671200424,2.522638422,1.080591467
Deaths,Colombia,Male,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,57.33964362,82.34153505,37.5649521
Deaths,Colombia,Female,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,31.48798372,47.09600785,19.54853448
Deaths,Colombia,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,88.82762733,128.2569216,57.02793416
Deaths,Colombia,Male,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,3.246065308,4.661452068,2.126596541
Deaths,Colombia,Female,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,1.740152634,2.602714827,1.080330645
Deaths,Colombia,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,2.484042114,3.586672347,1.594771744
Deaths,Colombia,Male,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,86.45390708,130.5870208,54.50246716
Deaths,Colombia,Female,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,51.82455077,78.53276374,31.8560441
Deaths,Colombia,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,138.2784579,210.7251537,87.04823599
Deaths,Colombia,Male,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,5.143019595,7.76843557,3.242274017
Deaths,Colombia,Female,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,2.918075314,4.42192968,1.793712334
Deaths,Colombia,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,3.999979577,6.095644428,2.518043458
Deaths,Colombia,Male,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,110.6497396,166.1220231,66.76879656
Deaths,Colombia,Female,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,81.82472435,121.8644899,51.64326711
Deaths,Colombia,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,192.4744639,290.4330712,118.11471
Deaths,Colombia,Male,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,7.753438953,11.640488,4.678617321
Deaths,Colombia,Female,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,5.258545071,7.831739339,3.318904523
Deaths,Colombia,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,6.452078631,9.73582144,3.959410412
Deaths,Colombia,Male,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,169.7854796,259.3761893,107.3839085
Deaths,Colombia,Female,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,130.1979918,195.195529,84.18941348
Deaths,Colombia,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,299.9834714,448.1431705,194.7075275
Deaths,Colombia,Male,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,12.90668409,19.71715452,8.163066633
Deaths,Colombia,Female,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,8.823215319,13.22794736,5.705320894
Deaths,Colombia,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,10.74780178,16.0560645,6.975977378
Deaths,Colombia,Male,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,300.1177664,453.2514718,192.1424383
Deaths,Colombia,Female,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,217.571907,316.383337,141.1206133
Deaths,Colombia,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,517.6896734,765.5688245,336.0440591
Deaths,Colombia,Male,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,23.27929839,35.15745297,14.90395323
Deaths,Colombia,Female,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,14.80188965,21.52424597,9.600742004
Deaths,Colombia,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,18.76300899,27.74707604,12.1794929
Deaths,Colombia,Male,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,444.151242,660.8806292,286.898491
Deaths,Colombia,Female,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,323.8391383,468.9812124,209.5637851
Deaths,Colombia,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,767.9903803,1128.818404,496.9231956
Deaths,Colombia,Male,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,38.71151848,57.60130846,25.00561787
Deaths,Colombia,Female,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,24.40345923,35.34089165,15.79204204
Deaths,Colombia,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,31.03797057,45.62066572,20.08291759
Deaths,Colombia,Male,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,624.2233263,925.6399082,405.4929531
Deaths,Colombia,Female,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,449.4172403,634.2142562,295.2803613
Deaths,Colombia,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,1073.640567,1560.285879,704.5320687
Deaths,Colombia,Male,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,67.9379342,100.7428921,44.13220783
Deaths,Colombia,Female,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,41.51621007,58.58736588,27.27737259
Deaths,Colombia,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,53.64650395,77.96266755,35.20329204
Deaths,Colombia,Male,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,734.3356289,1069.786137,477.3826789
Deaths,Colombia,Female,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,543.4761393,768.6457206,362.9125792
Deaths,Colombia,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,1277.811768,1830.612552,842.874714
Deaths,Colombia,Male,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,105.0960589,153.1047963,68.32167225
Deaths,Colombia,Female,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,65.98336926,93.32117962,44.06117029
Deaths,Colombia,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,83.93490308,120.2464173,55.36543738
Deaths,Colombia,Male,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,856.0883809,1241.145339,569.4681187
Deaths,Colombia,Female,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,672.7341776,954.7886574,451.2444194
Deaths,Colombia,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,1528.822559,2188.655519,1021.408588
Deaths,Colombia,Male,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,167.9721102,243.5236901,111.7346804
Deaths,Colombia,Female,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,110.1834572,156.3796202,73.90685926
Deaths,Colombia,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,136.4752959,195.3774216,91.17934487
Deaths,Colombia,Male,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,902.4061766,1271.133683,572.8207056
Deaths,Colombia,Female,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,799.1834381,1114.578693,522.3714246
Deaths,Colombia,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,1701.589615,2388.182503,1096.327222
Deaths,El Salvador,Male,<1 year,All causes,Ambient particulate matter pollution,Number,2019,20.43281531,41.99519813,6.34614902
Deaths,El Salvador,Female,<1 year,All causes,Ambient particulate matter pollution,Number,2019,16.35227434,34.03951664,5.219596658
Deaths,El Salvador,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Number,2019,36.78508965,68.30890538,15.76802232
Deaths,El Salvador,Male,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,35.71162095,73.39745279,11.09153412
Deaths,El Salvador,Female,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,30.10370334,62.66501463,9.609011326
Deaths,El Salvador,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,32.98047476,61.24383958,14.13716446
Deaths,El Salvador,Male,80-84,All causes,Ambient particulate matter pollution,Number,2019,120.2822725,181.4100111,72.53054071
Deaths,El Salvador,Female,80-84,All causes,Ambient particulate matter pollution,Number,2019,135.2854115,205.4066191,79.38760096
Deaths,El Salvador,Both sexes,80-84,All causes,Ambient particulate matter pollution,Number,2019,255.567684,388.2291267,153.376856
Deaths,El Salvador,Male,80-84,All causes,Ambient particulate matter pollution,Rate,2019,425.0342027,641.0376012,256.2967917
Deaths,El Salvador,Female,80-84,All causes,Ambient particulate matter pollution,Rate,2019,349.7166624,530.9819918,205.2192216
Deaths,El Salvador,Both sexes,80-84,All causes,Ambient particulate matter pollution,Rate,2019,381.5369851,579.5872476,228.9763021
Deaths,El Salvador,Male,85-89,All causes,Ambient particulate matter pollution,Number,2019,107.9259809,164.047197,63.80793069
Deaths,El Salvador,Female,85-89,All causes,Ambient particulate matter pollution,Number,2019,122.9430998,191.3271099,70.26182296
Deaths,El Salvador,Both sexes,85-89,All causes,Ambient particulate matter pollution,Number,2019,230.8690807,354.1459918,133.6882875
Deaths,El Salvador,Male,85-89,All causes,Ambient particulate matter pollution,Rate,2019,634.8009168,964.8956648,375.3065997
Deaths,El Salvador,Female,85-89,All causes,Ambient particulate matter pollution,Rate,2019,502.1873776,781.5164878,286.9994385
Deaths,El Salvador,Both sexes,85-89,All causes,Ambient particulate matter pollution,Rate,2019,556.5381182,853.7121699,322.2719462
Deaths,El Salvador,Male,90-94,All causes,Ambient particulate matter pollution,Number,2019,55.15852334,82.27864039,32.91221484
Deaths,El Salvador,Female,90-94,All causes,Ambient particulate matter pollution,Number,2019,73.81195354,113.364479,42.62085451
Deaths,El Salvador,Both sexes,90-94,All causes,Ambient particulate matter pollution,Number,2019,128.9704769,193.9245186,76.90614733
Deaths,El Salvador,Male,90-94,All causes,Ambient particulate matter pollution,Rate,2019,781.2034475,1165.302362,466.1316899
Deaths,El Salvador,Female,90-94,All causes,Ambient particulate matter pollution,Rate,2019,634.0205506,973.7638138,366.0992068
Deaths,El Salvador,Both sexes,90-94,All causes,Ambient particulate matter pollution,Rate,2019,689.5858783,1036.885439,411.2056839
Deaths,Puerto Rico,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,9.108092061,17.40669385,1.851810281
Deaths,Puerto Rico,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,18.93310596,36.26608075,3.964918424
Deaths,Puerto Rico,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,28.04119802,53.3637624,5.726016927
Deaths,Colombia,Male,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,252.2104296,355.2648248,160.0957086
Deaths,Colombia,Female,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,179.3778792,250.1688006,117.2470222
Deaths,Colombia,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,211.8171277,297.2855227,136.4729081
Deaths,Honduras,Female,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.22786987,0.751070461,0.07490518
Deaths,Honduras,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.729545273,1.52867654,0.294003798
Deaths,Honduras,Male,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.104073755,0.212295578,0.040175832
Deaths,Honduras,Female,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.044247538,0.145842094,0.014545011
Deaths,Honduras,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.073172057,0.153323461,0.029488043
Deaths,Honduras,Male,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,4.830559111,9.469454075,1.91602998
Deaths,Honduras,Female,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,5.239969666,10.27214536,1.927554273
Deaths,Honduras,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,10.07052878,18.86122933,4.363955041
Deaths,Honduras,Male,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,1.203512968,2.359273639,0.477370605
Deaths,Honduras,Female,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,1.154178031,2.262586475,0.424571312
Deaths,Honduras,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,1.177327781,2.205033099,0.510182297
Deaths,Honduras,Male,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,6.763241645,13.21407221,2.736191511
Deaths,Honduras,Female,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,7.674478556,15.50498853,2.7831543
Deaths,Honduras,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,14.4377202,27.30912048,6.096669815
Deaths,Honduras,Male,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,2.080281663,4.064469904,0.841615504
Deaths,Honduras,Female,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,2.021239703,4.083573652,0.733003803
Deaths,Honduras,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,2.048474584,3.874714183,0.865016983
Deaths,Honduras,Male,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,10.11473199,19.3514532,4.147676816
Deaths,Honduras,Female,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,11.36611166,22.13459834,4.731312413
Deaths,Honduras,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,21.48084365,38.93316996,9.080742297
Deaths,Honduras,Male,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,3.637452452,6.959155312,1.491584474
Deaths,Honduras,Female,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,3.477715971,6.772575219,1.447650809
Deaths,Honduras,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,3.551146805,6.43631155,1.501200303
Deaths,Honduras,Male,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,18.44670232,35.48304053,8.028630119
Deaths,Honduras,Female,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,19.71718549,36.62313146,8.277020414
Deaths,Honduras,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,38.16388781,68.02749346,17.0578661
Deaths,Honduras,Male,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,7.590220034,14.60012096,3.303521037
Deaths,Honduras,Female,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,7.050863007,13.09642712,2.95986144
Deaths,Honduras,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,7.301652456,13.01526504,3.263572374
Deaths,Honduras,Male,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,32.46012382,58.27882125,14.55943805
Deaths,Honduras,Female,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,29.24732869,52.18672662,13.91765498
Deaths,Honduras,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,61.70745252,108.0376381,30.23099983
Deaths,Honduras,Male,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,16.12741087,28.9551112,7.23367664
Deaths,Honduras,Female,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,12.99210083,23.18212448,6.182430498
Deaths,Honduras,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,14.47209423,25.33779657,7.090000646
Deaths,Honduras,Male,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,51.54030144,86.90448819,25.21814475
Deaths,Honduras,Female,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,39.89612407,68.75345219,20.09451125
Deaths,Honduras,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,91.43642551,149.1002802,46.50942956
Deaths,Honduras,Male,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,31.87310403,53.74271619,15.59518529
Deaths,Honduras,Female,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,22.25633397,38.35459782,11.20986471
Deaths,Honduras,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,26.81718357,43.72928581,13.64064598
Deaths,Honduras,Male,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,77.659818,125.4369282,40.63122564
Deaths,Honduras,Female,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,54.45856598,91.15305087,27.73109292
Deaths,Honduras,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,132.118384,212.5163064,72.64187453
Deaths,Honduras,Male,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,57.88706515,93.49977665,30.28622094
Deaths,Honduras,Female,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,36.42591108,60.96989272,18.54860308
Deaths,Honduras,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,46.57591027,74.91872151,25.60855899
Deaths,Honduras,Male,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,105.8349602,163.8354662,57.47186026
Deaths,Honduras,Female,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,71.35356368,119.8107546,37.78800567
Deaths,Honduras,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,177.1885239,280.2607975,98.85240487
Deaths,Honduras,Male,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,97.72150914,151.275618,53.06598979
Deaths,Honduras,Female,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,59.42434403,99.78023702,31.47043165
Deaths,Honduras,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,77.58588752,122.7183467,43.28469698
Deaths,Honduras,Male,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,131.9251482,201.5249805,74.39700714
Deaths,Honduras,Female,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,85.71401502,137.6167159,45.78233151
Deaths,Honduras,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,217.6391632,336.9672205,126.5899076
Deaths,Honduras,Male,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,156.5517477,239.1438504,88.28477095
Deaths,Honduras,Female,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,90.39151258,145.1265946,48.28071808
Deaths,Honduras,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,121.52187,188.1503593,70.68324496
Deaths,Honduras,Male,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,153.9270703,225.3201586,88.75511471
Deaths,Honduras,Female,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,105.0280545,167.152662,58.93954114
Deaths,Honduras,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,258.9551248,388.7610299,153.3111398
Deaths,Honduras,Male,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,243.6075796,356.5954861,140.4653426
Deaths,Honduras,Female,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,145.5918931,231.7102096,81.70311656
Deaths,Peru,Male,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,9.858360746,16.93380457,5.15484663
Deaths,Peru,Female,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,8.439367253,14.59317032,4.648096392
Deaths,Peru,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,18.297728,30.74183284,10.25924319
Deaths,Peru,Male,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,0.623022215,1.070171472,0.325772615
Deaths,Peru,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,200.7968828,291.0039158,127.2619444
Deaths,Peru,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,287.5030348,415.0527809,181.8724553
Deaths,Peru,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,488.2999176,708.7207926,311.7945464
Deaths,Peru,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1470.421213,2131.000864,931.9301177
Deaths,Peru,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1440.510926,2079.588711,911.2573684
Deaths,Peru,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1452.661973,2108.400406,927.5694394
Deaths,Puerto Rico,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,0.010623558,0.025097116,0.001978453
Deaths,Puerto Rico,Male,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.035321267,0.086029961,0.007194395
