Measure,Location,Sex,Age,Cause,Risk,Metric,Year,Value,Upper,Lower
Deaths,Barbados,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,15.00219891,24.32707775,6.874695258
Deaths,Barbados,Male,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,91.11813008,148.1763045,41.37540386
Deaths,Barbados,Female,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,63.84218397,102.0256489,29.11824463
Deaths,Barbados,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,76.53794776,124.1114463,35.07319624
Deaths,Barbados,Male,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,10.11469765,16.32193631,4.620991791
Deaths,Barbados,Female,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,8.468843834,13.52089987,3.826490401
Deaths,Barbados,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,18.58354148,29.74391632,8.462663414
Deaths,Barbados,Male,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,141.0820958,227.6620678,64.45464109
Deaths,Barbados,Female,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,102.9247565,164.3241221,46.50464699
Deaths,Barbados,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,120.691474,193.1729271,54.96106985
Deaths,Barbados,Male,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,12.2415103,19.94548442,5.725369943
Deaths,Barbados,Female,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,12.01887231,19.17263342,5.711219442
Deaths,Barbados,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,24.26038261,39.04977387,11.3478265
Deaths,Paraguay,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,14.0651357,21.75955196,8.026924888
Deaths,Paraguay,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,19.63572399,30.32696163,11.37156143
Deaths,Paraguay,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,33.70085969,51.27364983,19.38641462
Deaths,Paraguay,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,595.8939716,921.8813182,340.0746536
Deaths,Paraguay,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,494.0870097,763.1069674,286.1387126
Deaths,Paraguay,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,532.0220984,809.4367631,306.0456346
DALYs,Antigua and Barbuda,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,1.334887642,3.074986355,0.376641741
DALYs,Antigua and Barbuda,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,1.325474901,3.332165939,0.346942841
DALYs,Antigua and Barbuda,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,2.660362543,6.160417657,0.752326774
DALYs,Antigua and Barbuda,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,63.88865747,147.1710006,18.0263375
DALYs,Antigua and Barbuda,Female,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,65.64064359,165.0167171,17.18142785
DALYs,Antigua and Barbuda,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,64.74970336,149.9364125,18.31063799
DALYs,Antigua and Barbuda,Male,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.326841124,0.749675345,0.09951509
DALYs,Antigua and Barbuda,Female,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.202026648,0.446372422,0.05903139
DALYs,Antigua and Barbuda,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.528867772,1.135877977,0.168100013
DALYs,Antigua and Barbuda,Male,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,11.51978162,26.42291808,3.50749041
DALYs,Antigua and Barbuda,Female,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,7.364349562,16.27133146,2.151833914
DALYs,Antigua and Barbuda,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,9.477029852,20.35433063,3.012263029
DALYs,Antigua and Barbuda,Male,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.179779108,0.387852661,0.055936235
DALYs,Antigua and Barbuda,Female,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.164111495,0.362371404,0.051004545
DALYs,Antigua and Barbuda,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.343890603,0.73747886,0.108312818
DALYs,Antigua and Barbuda,Male,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,5.694459903,12.28513953,1.771766762
DALYs,Antigua and Barbuda,Female,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,5.383727721,11.88770461,1.673219672
DALYs,Antigua and Barbuda,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,5.541817888,11.88451649,1.74546762
DALYs,Antigua and Barbuda,Male,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,0.260730182,0.541949029,0.07986398
DALYs,Bolivia (Plurinational State of),Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,100.7893954,152.3051447,58.63581198
DALYs,Bolivia (Plurinational State of),Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,129.9022629,203.1312103,74.47638666
DALYs,Bolivia (Plurinational State of),Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,230.6916583,353.8551898,134.1646339
DALYs,Bolivia (Plurinational State of),Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,10491.49113,15853.93055,6103.589559
DALYs,Bolivia (Plurinational State of),Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,8619.901895,13479.14244,4942.016655
DALYs,Bolivia (Plurinational State of),Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,9348.518497,14339.58129,5436.870025
DALYs,Antigua and Barbuda,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,11.30688497,25.06348161,3.330198003
DALYs,Antigua and Barbuda,Male,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,5.317850121,9.057906117,2.117280677
DALYs,Antigua and Barbuda,Female,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,3.054458321,5.067878397,1.249187204
DALYs,Antigua and Barbuda,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,8.372308442,13.97623715,3.292513714
DALYs,Antigua and Barbuda,Male,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,152.9484788,260.5174892,60.89582282
DALYs,Antigua and Barbuda,Female,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,86.56862303,143.6324246,35.40412237
DALYs,Antigua and Barbuda,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,119.5146615,199.5107161,47.00061696
DALYs,Antigua and Barbuda,Male,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,6.441748801,11.16415511,2.538399985
DALYs,Antigua and Barbuda,Female,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,4.850617005,8.069561807,1.940834449
DALYs,Antigua and Barbuda,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,11.29236581,18.9971049,4.420896485
DALYs,Antigua and Barbuda,Male,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,195.0411047,338.0245355,76.85682141
DALYs,Antigua and Barbuda,Female,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,135.3451498,225.1622939,54.15445684
DALYs,Antigua and Barbuda,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,163.9746938,275.8540161,64.19515272
DALYs,Antigua and Barbuda,Male,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,10.76548067,18.07733872,4.243312736
DALYs,Antigua and Barbuda,Female,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,7.516129481,12.47812403,2.964215012
DALYs,Antigua and Barbuda,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,18.28161015,30.41813612,7.341542111
DALYs,Antigua and Barbuda,Male,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,339.9397624,570.8250672,133.9903686
DALYs,Antigua and Barbuda,Female,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,213.8343875,355.0034652,84.3321158
DALYs,Antigua and Barbuda,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,273.6026996,455.2380284,109.8735683
DALYs,Antigua and Barbuda,Male,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,14.30308454,23.98542718,5.598123037
DALYs,Antigua and Barbuda,Female,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,12.68091745,21.33394162,5.062821995
DALYs,Antigua and Barbuda,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,26.984002,44.85251195,10.82700792
DALYs,Antigua and Barbuda,Male,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,455.6535714,764.1041009,178.3394866
DALYs,Antigua and Barbuda,Female,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,362.8239918,610.4026692,144.8564974
DALYs,Antigua and Barbuda,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,406.74782,676.0917621,163.2026957
DALYs,Antigua and Barbuda,Male,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,25.55199241,42.85561277,10.34464161
DALYs,Antigua and Barbuda,Female,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,23.209586,37.94297493,9.493298305
DALYs,Antigua and Barbuda,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,48.76157841,80.19831767,20.21472589
DALYs,Antigua and Barbuda,Male,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,832.5292487,1396.311901,337.0467778
DALYs,Antigua and Barbuda,Female,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,674.1117265,1102.036216,275.7284732
DALYs,Antigua and Barbuda,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,748.7740527,1231.510983,310.4137052
DALYs,Antigua and Barbuda,Male,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,43.05847509,72.02194443,17.06373726
DALYs,Antigua and Barbuda,Female,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,35.6720023,58.83939426,14.66809792
DALYs,Antigua and Barbuda,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,78.7304774,130.8990968,31.81449446
DALYs,Antigua and Barbuda,Male,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1449.501759,2424.515381,574.426222
DALYs,Antigua and Barbuda,Female,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1105.729647,1823.852278,454.6689193
DALYs,Antigua and Barbuda,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1270.527577,2112.40828,513.4122629
DALYs,Antigua and Barbuda,Male,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,56.50616106,96.82374881,21.73233215
DALYs,Antigua and Barbuda,Female,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,44.03005354,73.33921069,17.71855136
DALYs,Antigua and Barbuda,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,100.5362146,169.852149,39.39800042
DALYs,Antigua and Barbuda,Male,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,2259.86449,3872.295474,869.1463867
DALYs,Antigua and Barbuda,Female,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,1612.185646,2685.357233,648.7749133
DALYs,Antigua and Barbuda,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,1921.747052,3246.719283,753.091724
DALYs,Antigua and Barbuda,Male,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,61.89558185,104.4200946,24.30926145
DALYs,Antigua and Barbuda,Female,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,50.69012229,84.32762649,20.05179964
DALYs,Antigua and Barbuda,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,112.5857041,189.2308228,44.74742955
DALYs,Antigua and Barbuda,Male,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,3128.817422,5278.428628,1228.831501
DALYs,Antigua and Barbuda,Female,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,2413.348843,4014.825189,954.6630639
DALYs,Antigua and Barbuda,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,2760.368256,4639.547803,1097.114283
DALYs,Antigua and Barbuda,Male,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,50.85075756,85.55645061,19.69385584
DALYs,Haiti,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1074.296132,2236.283736,390.7877466
DALYs,Haiti,Male,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,2829.410254,5879.132317,1010.853054
DALYs,Haiti,Female,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,2311.302129,4832.922229,850.1767221
DALYs,Haiti,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,5140.712383,10774.47889,1889.60512
DALYs,Haiti,Male,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,1686.761906,3504.863395,602.6232575
DALYs,Haiti,Female,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,1238.140534,2588.946219,455.4308358
DALYs,Haiti,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,1450.468439,3040.053676,533.1581276
DALYs,Haiti,Male,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,3088.603012,6326.534502,1113.861419
DALYs,Haiti,Female,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,2527.588311,5302.103831,923.2823923
DALYs,Haiti,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,5616.191323,11616.03955,2049.741407
DALYs,Haiti,Male,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,2344.967887,4803.310813,845.6798263
DALYs,Haiti,Female,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,1695.205815,3556.021052,619.2280892
DALYs,Haiti,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,1999.967687,4136.558463,729.9282281
DALYs,Haiti,Male,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,2876.216651,5893.01607,1082.809157
DALYs,Haiti,Female,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,2321.492835,4703.519195,864.1487898
DALYs,Haiti,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,5197.709486,10642.28272,1983.749282
DALYs,Haiti,Male,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,2876.809337,5894.23041,1083.032285
DALYs,Haiti,Female,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,2053.633421,4160.815864,764.441229
DALYs,Haiti,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,2439.980387,4995.846955,931.2389145
DALYs,Haiti,Male,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,2166.712953,4384.77844,857.0008278
DALYs,Haiti,Female,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,1809.261488,3604.702448,703.7699913
DALYs,Haiti,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,3975.97444,7974.990888,1572.364749
DALYs,Haiti,Male,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,3431.677471,6944.687975,1357.332742
DALYs,Haiti,Female,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,2581.809044,5143.89625,1004.277016
DALYs,Haiti,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,2984.610134,5986.51701,1180.313363
DALYs,Haiti,Male,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,1463.65591,2900.275928,584.4407184
DALYs,Haiti,Female,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,1315.331135,2626.476421,513.2890412
DALYs,Haiti,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,2778.987044,5476.360873,1104.289656
DALYs,Haiti,Male,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,3679.629213,7291.290227,1469.28327
DALYs,Haiti,Female,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,2939.589429,5869.824048,1147.13246
DALYs,Haiti,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,3287.860015,6479.162247,1306.501163
DALYs,Bolivia (Plurinational State of),Male,<1 year,All causes,Ambient particulate matter pollution,Number,2019,16753.21297,30329.70607,6538.632125
DALYs,Bolivia (Plurinational State of),Female,<1 year,All causes,Ambient particulate matter pollution,Number,2019,14653.13355,24819.05056,5904.549087
DALYs,Bolivia (Plurinational State of),Both sexes,<1 year,All causes,Ambient particulate matter pollution,Number,2019,31406.34652,50274.90371,15080.58939
DALYs,Bolivia (Plurinational State of),Male,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,10427.29974,18877.39007,4069.683658
DALYs,Bolivia (Plurinational State of),Female,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,9490.101901,16074.05802,3824.081199
DALYs,Bolivia (Plurinational State of),Both sexes,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,9968.014839,15956.67888,4786.406425
DALYs,Bolivia (Plurinational State of),Male,80-84,All causes,Ambient particulate matter pollution,Number,2019,2888.114834,4109.704141,1800.513897
DALYs,Bolivia (Plurinational State of),Female,80-84,All causes,Ambient particulate matter pollution,Number,2019,3118.59562,4526.10664,1931.079476
DALYs,Bolivia (Plurinational State of),Both sexes,80-84,All causes,Ambient particulate matter pollution,Number,2019,6006.710454,8566.68566,3798.540413
DALYs,Bolivia (Plurinational State of),Male,80-84,All causes,Ambient particulate matter pollution,Rate,2019,8631.783001,12282.77834,5381.242141
DALYs,Bolivia (Plurinational State of),Female,80-84,All causes,Ambient particulate matter pollution,Rate,2019,7846.707154,11388.14957,4858.794466
DALYs,Bolivia (Plurinational State of),Both sexes,80-84,All causes,Ambient particulate matter pollution,Rate,2019,8205.543317,11702.63005,5189.04451
DALYs,Bolivia (Plurinational State of),Male,85-89,All causes,Ambient particulate matter pollution,Number,2019,1448.122939,2111.306222,901.817445
DALYs,Bolivia (Plurinational State of),Female,85-89,All causes,Ambient particulate matter pollution,Number,2019,1655.833026,2439.473953,1027.081355
DALYs,Bolivia (Plurinational State of),Both sexes,85-89,All causes,Ambient particulate matter pollution,Number,2019,3103.955965,4489.26147,1954.07602
DALYs,Bolivia (Plurinational State of),Male,85-89,All causes,Ambient particulate matter pollution,Rate,2019,9613.381246,14015.93131,5986.725768
DALYs,Bolivia (Plurinational State of),Female,85-89,All causes,Ambient particulate matter pollution,Rate,2019,8778.751909,12933.39141,5445.290837
DALYs,Bolivia (Plurinational State of),Both sexes,85-89,All causes,Ambient particulate matter pollution,Rate,2019,9149.345042,13232.72709,5759.912816
DALYs,Bolivia (Plurinational State of),Male,90-94,All causes,Ambient particulate matter pollution,Number,2019,478.7303369,736.8017553,288.9676792
DALYs,Bolivia (Plurinational State of),Female,90-94,All causes,Ambient particulate matter pollution,Number,2019,557.8624634,847.1005936,336.6748761
DALYs,Bolivia (Plurinational State of),Both sexes,90-94,All causes,Ambient particulate matter pollution,Number,2019,1036.5928,1577.925268,625.7842565
DALYs,Bolivia (Plurinational State of),Male,90-94,All causes,Ambient particulate matter pollution,Rate,2019,10354.48898,15936.33213,6250.100356
DALYs,Bolivia (Plurinational State of),Female,90-94,All causes,Ambient particulate matter pollution,Rate,2019,8978.117606,13633.0534,5418.372504
DALYs,Bolivia (Plurinational State of),Both sexes,90-94,All causes,Ambient particulate matter pollution,Rate,2019,9565.322027,14560.55195,5774.522003
DALYs,Guatemala,Male,<1 year,All causes,Ambient particulate matter pollution,Number,2019,17175.50267,29436.37873,8948.295126
DALYs,Guatemala,Female,<1 year,All causes,Ambient particulate matter pollution,Number,2019,12511.79349,20698.71178,6927.815325
DALYs,Guatemala,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Number,2019,29687.29615,48354.34078,16151.77945
DALYs,Guatemala,Male,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,8413.038038,14418.75553,4383.123378
DALYs,Guatemala,Female,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,6300.186993,10422.62685,3488.431298
DALYs,Guatemala,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,7371.195063,12006.12128,4010.399476
DALYs,Guatemala,Male,80-84,All causes,Ambient particulate matter pollution,Number,2019,3935.199085,5638.503091,2414.747122
DALYs,Guatemala,Female,80-84,All causes,Ambient particulate matter pollution,Number,2019,3151.585759,4683.366059,1868.157732
DALYs,Guatemala,Both sexes,80-84,All causes,Ambient particulate matter pollution,Number,2019,7086.784845,10330.6661,4352.328607
DALYs,Guatemala,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,32.39612005,45.20035217,20.88828782
DALYs,Guatemala,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,116.3679837,166.5918367,69.90065187
DALYs,Guatemala,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,148.7641038,212.1752415,91.30526958
DALYs,Guatemala,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,18343.56306,25593.66706,11827.5159
DALYs,Guatemala,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,10092.97717,14449.05679,6062.712964
DALYs,Guatemala,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,11188.9094,15958.21501,6867.290988
DALYs,Antigua and Barbuda,Female,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,0.21609671,0.479985995,0.061127279
DALYs,Antigua and Barbuda,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,0.476826892,0.989311665,0.146978181
DALYs,Antigua and Barbuda,Male,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,7.455505996,15.49687961,2.283687988
DALYs,Antigua and Barbuda,Female,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,6.439702273,14.30362776,1.821598662
DALYs,Antigua and Barbuda,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,6.958088161,14.43651333,2.144776553
DALYs,Antigua and Barbuda,Male,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.5709317,1.272655373,0.168726563
DALYs,Antigua and Barbuda,Female,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.241086584,0.55023561,0.07007956
DALYs,Antigua and Barbuda,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.812018284,1.799965718,0.239162393
DALYs,Antigua and Barbuda,Male,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,15.6704841,34.93084338,4.631073946
DALYs,Antigua and Barbuda,Female,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,6.813685926,15.55097991,1.980616681
DALYs,Antigua and Barbuda,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,1.104554363,1.975868931,0.413897563
DALYs,Antigua and Barbuda,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,2.348794178,4.02417656,0.888961783
DALYs,Antigua and Barbuda,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,3.453348541,6.059836183,1.29889633
DALYs,Antigua and Barbuda,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,7281.705713,13025.79263,2728.593859
DALYs,Antigua and Barbuda,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,6678.626896,11442.4559,2527.698737
DALYs,Antigua and Barbuda,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,6860.360213,12038.36177,2580.36413
DALYs,Guatemala,Male,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,626.8460745,919.0422417,375.3239789
DALYs,Guatemala,Female,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,320.858446,503.7281085,176.3481409
DALYs,Guatemala,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,460.1587583,681.6933441,266.6910111
DALYs,Guatemala,Male,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,3337.408757,5043.262627,1911.55388
DALYs,Guatemala,Female,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,2389.189393,3739.760463,1321.030898
DALYs,Guatemala,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,5726.59815,8675.767361,3275.736768
DALYs,Guatemala,Male,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,805.2650053,1216.861105,461.2283234
DALYs,Guatemala,Female,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,457.0623996,715.4325632,252.7189992
DALYs,Guatemala,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,611.0485211,925.7354325,349.5328387
DALYs,Guatemala,Male,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,3574.430308,5475.476937,2040.521051
DALYs,Guatemala,Female,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,2834.103927,4432.45847,1533.830467
DALYs,Guatemala,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,6408.534236,9914.200823,3613.747375
DALYs,Guatemala,Male,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,1146.177351,1755.767244,654.3137819
DALYs,Guatemala,Female,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,706.1197774,1104.351382,382.1553676
DALYs,Guatemala,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,898.5357745,1390.062655,506.6808067
DALYs,Guatemala,Male,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,3901.283947,5920.617893,2228.327926
DALYs,Guatemala,Female,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,3385.695995,5301.134693,1852.849285
DALYs,Guatemala,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,7286.979942,11115.27169,4061.33839
DALYs,Guatemala,Male,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1546.191083,2346.511229,883.1504745
DALYs,Guatemala,Female,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1062.29584,1663.28381,581.3499179
DALYs,Guatemala,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1276.109896,1946.527685,711.229364
DALYs,Guatemala,Male,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,4019.087936,6106.824269,2311.002032
DALYs,Guatemala,Female,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,3950.944604,6077.907504,2154.337436
DALYs,Guatemala,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,7970.03254,12118.12193,4430.614759
DALYs,Haiti,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,2238.923016,5059.943076,787.0500179
DALYs,Haiti,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,1975.002704,4554.024166,624.9665512
DALYs,Haiti,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,4213.92572,9114.610539,1503.544604
DALYs,Haiti,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,367.8606358,831.3612678,129.314281
DALYs,Haiti,Female,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,330.3745059,761.7880626,104.5431559
DALYs,Haiti,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,349.2857657,755.4959278,124.6264797
DALYs,Haiti,Male,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,268.6694722,567.9065889,91.59578311
DALYs,Haiti,Female,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,344.1610839,802.0733731,119.0628176
DALYs,Haiti,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,612.8305561,1336.440935,226.6911705
DALYs,Haiti,Male,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,37.69620967,79.68127407,12.85153023
DALYs,Haiti,Female,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,48.94862295,114.0756144,16.93381745
