Exposure Id,Type,Country,ISO3,Region,Name,Exposure Lower,Exposure Mean,Exposure Upper,Year,Pollutant,Pollutant Name,Region Name
32131,country,Antigua and Barbuda,ATG,region,Caribbean,6.85,18.10,40.1,1990,pm25,PM25,GBD Regions
32132,country,Antigua and Barbuda,ATG,region,Caribbean,7.41,18.1,38.7,1995,pm25,PM25,GBD Regions
32133,country,Antigua and Barbuda,ATG,region,Caribbean,7.76,18.2,36.6,2000,pm25,PM25,GBD Regions
32134,country,Antigua and Barbuda,ATG,region,Caribbean,7.2,16.6,30.6,2005,pm25,PM25,GBD Regions
32135,country,Antigua and Barbuda,ATG,region,Caribbean,8.59,16.9,29.3,2010,pm25,PM25,GBD Regions
32136,country,Antigua and Barbuda,ATG,region,Caribbean,7.91,16.1,29,2011,pm25,PM25,GBD Regions
32137,country,Antigua and Barbuda,ATG,region,Caribbean,8.83,16.8,29.5,2012,pm25,PM25,GBD Regions
32138,country,Antigua and Barbuda,ATG,region,Caribbean,8.54,16.9,29.9,2013,pm25,PM25,GBD Regions
32139,country,Antigua and Barbuda,ATG,region,Caribbean,7.96,16.5,29.3,2014,pm25,PM25,GBD Regions
32140,country,Antigua and Barbuda,ATG,region,Caribbean,9.18,18.1,31.2,2015,pm25,PM25,GBD Regions
32141,country,Antigua and Barbuda,ATG,region,Caribbean,8.65,17.7,31.3,2016,pm25,PM25,GBD Regions
32142,country,Antigua and Barbuda,ATG,region,Caribbean,8.12,17.2,31,2017,pm25,PM25,GBD Regions
32143,country,Antigua and Barbuda,ATG,region,Caribbean,8.5,17.6,31.5,2018,pm25,PM25,GBD Regions
32144,country,Antigua and Barbuda,ATG,region,Caribbean,8.52,17.6,31.5,2019,pm25,PM25,GBD Regions
31963,country,Argentina,ARG,region,Southern Latin America,7.24,15.6,27.8,1990,pm25,PM25,GBD Regions
31964,country,Argentina,ARG,region,Southern Latin America,8.33,15.5,27.6,1995,pm25,PM25,GBD Regions
31965,country,Argentina,ARG,region,Southern Latin America,8.27,14.2,22.9,2000,pm25,PM25,GBD Regions
31966,country,Argentina,ARG,region,Southern Latin America,8.88,13.3,19.9,2005,pm25,PM25,GBD Regions
31967,country,Argentina,ARG,region,Southern Latin America,10.8,13.7,17.4,2010,pm25,PM25,GBD Regions
31968,country,Argentina,ARG,region,Southern Latin America,11.2,14.2,17.9,2011,pm25,PM25,GBD Regions
31969,country,Argentina,ARG,region,Southern Latin America,10.5,13.4,17,2012,pm25,PM25,GBD Regions
31970,country,Argentina,ARG,region,Southern Latin America,11.6,14.7,18.5,2013,pm25,PM25,GBD Regions
31971,country,Argentina,ARG,region,Southern Latin America,10.9,13.8,17,2014,pm25,PM25,GBD Regions
31972,country,Argentina,ARG,region,Southern Latin America,11.6,14.6,18,2015,pm25,PM25,GBD Regions
31973,country,Argentina,ARG,region,Southern Latin America,11.2,14.1,17.5,2016,pm25,PM25,GBD Regions
31974,country,Argentina,ARG,region,Southern Latin America,10.5,13.6,17.7,2017,pm25,PM25,GBD Regions
31975,country,Argentina,ARG,region,Southern Latin America,10.5,13.6,17.7,2018,pm25,PM25,GBD Regions
31976,country,Argentina,ARG,region,Southern Latin America,10.4,13.5,17.5,2019,pm25,PM25,GBD Regions
32173,country,Bahamas,BHS,region,Caribbean,6.25,16.8,35.5,1990,pm25,PM25,GBD Regions
32174,country,Bahamas,BHS,region,Caribbean,6.68,17,34.6,1995,pm25,PM25,GBD Regions
32175,country,Bahamas,BHS,region,Caribbean,7.1,17.4,33.6,2000,pm25,PM25,GBD Regions
32176,country,Bahamas,BHS,region,Caribbean,7.32,16.4,31.1,2005,pm25,PM25,GBD Regions
32177,country,Bahamas,BHS,region,Caribbean,7.42,15.4,28.7,2010,pm25,PM25,GBD Regions
32178,country,Bahamas,BHS,region,Caribbean,7.65,15.6,29,2011,pm25,PM25,GBD Regions
32179,country,Bahamas,BHS,region,Caribbean,8.53,16.4,29.3,2012,pm25,PM25,GBD Regions
32180,country,Bahamas,BHS,region,Caribbean,7.66,15.7,28.7,2013,pm25,PM25,GBD Regions
32181,country,Bahamas,BHS,region,Caribbean,7.93,16.2,29.1,2014,pm25,PM25,GBD Regions
32182,country,Bahamas,BHS,region,Caribbean,8.03,16.2,28.9,2015,pm25,PM25,GBD Regions
32183,country,Bahamas,BHS,region,Caribbean,7.6,15.9,28.3,2016,pm25,PM25,GBD Regions
32184,country,Bahamas,BHS,region,Caribbean,6.94,15.4,28.8,2017,pm25,PM25,GBD Regions
32185,country,Bahamas,BHS,region,Caribbean,7.21,15.7,29.2,2018,pm25,PM25,GBD Regions
32186,country,Bahamas,BHS,region,Caribbean,7.05,15.6,29.2,2019,pm25,PM25,GBD Regions
32215,country,Barbados,BRB,region,Caribbean,8.29,22,47.8,1990,pm25,PM25,GBD Regions
32216,country,Barbados,BRB,region,Caribbean,8.84,22,45.7,1995,pm25,PM25,GBD Regions
32217,country,Barbados,BRB,region,Caribbean,9.05,22.1,43,2000,pm25,PM25,GBD Regions
32218,country,Barbados,BRB,region,Caribbean,8.36,19.8,36.5,2005,pm25,PM25,GBD Regions
32219,country,Barbados,BRB,region,Caribbean,9.96,19.9,35.6,2010,pm25,PM25,GBD Regions
32220,country,Barbados,BRB,region,Caribbean,9.3,19.2,35.1,2011,pm25,PM25,GBD Regions
32221,country,Barbados,BRB,region,Caribbean,10.4,20.1,34.9,2012,pm25,PM25,GBD Regions
32222,country,Barbados,BRB,region,Caribbean,9.89,20.1,36.1,2013,pm25,PM25,GBD Regions
32223,country,Barbados,BRB,region,Caribbean,10.3,20.2,36.5,2014,pm25,PM25,GBD Regions
32224,country,Barbados,BRB,region,Caribbean,11.7,21.9,37.3,2015,pm25,PM25,GBD Regions
32225,country,Barbados,BRB,region,Caribbean,10.2,21.1,37.5,2016,pm25,PM25,GBD Regions
32226,country,Barbados,BRB,region,Caribbean,9.93,20.9,37.6,2017,pm25,PM25,GBD Regions
32227,country,Barbados,BRB,region,Caribbean,10.3,21.3,37.7,2018,pm25,PM25,GBD Regions
32228,country,Barbados,BRB,region,Caribbean,10.4,21.3,37.8,2019,pm25,PM25,GBD Regions
32257,country,Belize,BLZ,region,Caribbean,7.81,23.6,55.2,1990,pm25,PM25,GBD Regions
32258,country,Belize,BLZ,region,Caribbean,7.75,23,52.2,1995,pm25,PM25,GBD Regions
32259,country,Belize,BLZ,region,Caribbean,8.06,22.6,48.3,2000,pm25,PM25,GBD Regions
32260,country,Belize,BLZ,region,Caribbean,8.41,21,41.8,2005,pm25,PM25,GBD Regions
32261,country,Belize,BLZ,region,Caribbean,7.94,18.7,36,2010,pm25,PM25,GBD Regions
32262,country,Belize,BLZ,region,Caribbean,8.73,21,40.9,2011,pm25,PM25,GBD Regions
32263,country,Belize,BLZ,region,Caribbean,8.21,19.7,37,2012,pm25,PM25,GBD Regions
32264,country,Belize,BLZ,region,Caribbean,9.41,22.4,43.1,2013,pm25,PM25,GBD Regions
32265,country,Belize,BLZ,region,Caribbean,9.34,21.7,41,2014,pm25,PM25,GBD Regions
32266,country,Belize,BLZ,region,Caribbean,9.07,22.1,42.1,2015,pm25,PM25,GBD Regions
32267,country,Belize,BLZ,region,Caribbean,8.74,21.1,40.9,2016,pm25,PM25,GBD Regions
32268,country,Belize,BLZ,region,Caribbean,8.47,21,41.9,2017,pm25,PM25,GBD Regions
32269,country,Belize,BLZ,region,Caribbean,8.57,21.3,42.8,2018,pm25,PM25,GBD Regions
32270,country,Belize,BLZ,region,Caribbean,8.54,21.2,42.7,2019,pm25,PM25,GBD Regions
32761,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,20.6,50,110,1990,pm25,PM25,GBD Regions
32762,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,19.8,43.1,80.3,1995,pm25,PM25,GBD Regions
32763,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,16.6,30,49.8,2000,pm25,PM25,GBD Regions
32764,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,16.7,27.6,44,2005,pm25,PM25,GBD Regions
32765,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,21.3,31,44.5,2010,pm25,PM25,GBD Regions
32766,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,19.8,27.9,39.9,2011,pm25,PM25,GBD Regions
32767,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,19.4,27.7,39.2,2012,pm25,PM25,GBD Regions
32768,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,18.6,26.1,36.7,2013,pm25,PM25,GBD Regions
32769,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,19.3,27.6,38.9,2014,pm25,PM25,GBD Regions
32770,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,19.9,28.7,41.2,2015,pm25,PM25,GBD Regions
32771,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,19.3,27.6,39.1,2016,pm25,PM25,GBD Regions
32772,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,18.1,27.2,38.6,2017,pm25,PM25,GBD Regions
32773,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,18,27,38.3,2018,pm25,PM25,GBD Regions
32774,country,Bolivia (Plurinational State of),BOL,region,Andean Latin America,17.9,26.8,38,2019,pm25,PM25,GBD Regions
37339,country,Brazil,BRA,region,Tropical Latin America,7.32,14.6,26.6,1990,pm25,PM25,GBD Regions
37340,country,Brazil,BRA,region,Tropical Latin America,8.17,14.5,23.8,1995,pm25,PM25,GBD Regions
37341,country,Brazil,BRA,region,Tropical Latin America,9.31,14.6,22.1,2000,pm25,PM25,GBD Regions
37342,country,Brazil,BRA,region,Tropical Latin America,10.5,14.6,19.7,2005,pm25,PM25,GBD Regions
37343,country,Brazil,BRA,region,Tropical Latin America,12.8,14.1,15.5,2010,pm25,PM25,GBD Regions
37344,country,Brazil,BRA,region,Tropical Latin America,13.3,14.7,16.2,2011,pm25,PM25,GBD Regions
37345,country,Brazil,BRA,region,Tropical Latin America,12.5,13.8,15.1,2012,pm25,PM25,GBD Regions
37346,country,Brazil,BRA,region,Tropical Latin America,12,13.2,14.6,2013,pm25,PM25,GBD Regions
37347,country,Brazil,BRA,region,Tropical Latin America,11.8,13,14.4,2014,pm25,PM25,GBD Regions
37348,country,Brazil,BRA,region,Tropical Latin America,10.6,11.7,12.9,2015,pm25,PM25,GBD Regions
37349,country,Brazil,BRA,region,Tropical Latin America,10.3,11.4,12.7,2016,pm25,PM25,GBD Regions
37350,country,Brazil,BRA,region,Tropical Latin America,9.84,11.7,14,2017,pm25,PM25,GBD Regions
37351,country,Brazil,BRA,region,Tropical Latin America,9.81,11.6,13.9,2018,pm25,PM25,GBD Regions
37352,country,Brazil,BRA,region,Tropical Latin America,9.82,11.7,14,2019,pm25,PM25,GBD Regions
32005,country,Chile,CHL,region,Southern Latin America,10.4,21,37.8,1990,pm25,PM25,GBD Regions
32006,country,Chile,CHL,region,Southern Latin America,11.6,20.9,34.9,1995,pm25,PM25,GBD Regions
32007,country,Chile,CHL,region,Southern Latin America,13.5,22.2,34.6,2000,pm25,PM25,GBD Regions
32008,country,Chile,CHL,region,Southern Latin America,15.2,21.1,29.8,2005,pm25,PM25,GBD Regions
32009,country,Chile,CHL,region,Southern Latin America,19.3,21.1,23.3,2010,pm25,PM25,GBD Regions
32010,country,Chile,CHL,region,Southern Latin America,20.3,22.4,24.8,2011,pm25,PM25,GBD Regions
32011,country,Chile,CHL,region,Southern Latin America,19.6,21.4,23.3,2012,pm25,PM25,GBD Regions
32012,country,Chile,CHL,region,Southern Latin America,21.2,23,24.8,2013,pm25,PM25,GBD Regions
32013,country,Chile,CHL,region,Southern Latin America,20.8,22.3,23.9,2014,pm25,PM25,GBD Regions
32014,country,Chile,CHL,region,Southern Latin America,22,23.6,25.2,2015,pm25,PM25,GBD Regions
32015,country,Chile,CHL,region,Southern Latin America,22.1,23.8,25.6,2016,pm25,PM25,GBD Regions
32016,country,Chile,CHL,region,Southern Latin America,18.6,21.9,25.7,2017,pm25,PM25,GBD Regions
32017,country,Chile,CHL,region,Southern Latin America,19.3,22.7,26.4,2018,pm25,PM25,GBD Regions
32018,country,Chile,CHL,region,Southern Latin America,19.3,22.8,26.5,2019,pm25,PM25,GBD Regions
32887,country,Colombia,COL,region,Central Latin America,15,29.5,55.3,1990,pm25,PM25,GBD Regions
32888,country,Colombia,COL,region,Central Latin America,15.6,28.3,47.9,1995,pm25,PM25,GBD Regions
32889,country,Colombia,COL,region,Central Latin America,17.2,28.4,44.7,2000,pm25,PM25,GBD Regions
32890,country,Colombia,COL,region,Central Latin America,16.4,23.6,33.7,2005,pm25,PM25,GBD Regions
32891,country,Colombia,COL,region,Central Latin America,19.9,25.1,31.7,2010,pm25,PM25,GBD Regions
32892,country,Colombia,COL,region,Central Latin America,20.7,25.9,32.5,2011,pm25,PM25,GBD Regions
32893,country,Colombia,COL,region,Central Latin America,18.5,23.4,29.2,2012,pm25,PM25,GBD Regions
32894,country,Colombia,COL,region,Central Latin America,19.6,24.3,30.5,2013,pm25,PM25,GBD Regions
32895,country,Colombia,COL,region,Central Latin America,19,23.9,30,2014,pm25,PM25,GBD Regions
32896,country,Colombia,COL,region,Central Latin America,18.4,22.9,28.7,2015,pm25,PM25,GBD Regions
32897,country,Colombia,COL,region,Central Latin America,18.2,22.7,28.5,2016,pm25,PM25,GBD Regions
32898,country,Colombia,COL,region,Central Latin America,17.4,22,27.7,2017,pm25,PM25,GBD Regions
32899,country,Colombia,COL,region,Central Latin America,17.5,22.1,27.8,2018,pm25,PM25,GBD Regions
32900,country,Colombia,COL,region,Central Latin America,17.4,22,27.7,2019,pm25,PM25,GBD Regions
32929,country,Costa Rica,CRI,region,Central Latin America,8.75,16.8,29.9,1990,pm25,PM25,GBD Regions
32930,country,Costa Rica,CRI,region,Central Latin America,8.84,16.1,27.7,1995,pm25,PM25,GBD Regions
32931,country,Costa Rica,CRI,region,Central Latin America,10.9,18,27.2,2000,pm25,PM25,GBD Regions
32932,country,Costa Rica,CRI,region,Central Latin America,12.7,18.2,25.5,2005,pm25,PM25,GBD Regions
32933,country,Costa Rica,CRI,region,Central Latin America,15.4,18.1,21.4,2010,pm25,PM25,GBD Regions
32934,country,Costa Rica,CRI,region,Central Latin America,16.7,19.6,23,2011,pm25,PM25,GBD Regions
32935,country,Costa Rica,CRI,region,Central Latin America,16.1,18.9,22,2012,pm25,PM25,GBD Regions
32936,country,Costa Rica,CRI,region,Central Latin America,16.6,19.2,22.4,2013,pm25,PM25,GBD Regions
32937,country,Costa Rica,CRI,region,Central Latin America,15.8,18.3,21.3,2014,pm25,PM25,GBD Regions
32938,country,Costa Rica,CRI,region,Central Latin America,15.9,18.6,21.7,2015,pm25,PM25,GBD Regions
32939,country,Costa Rica,CRI,region,Central Latin America,15.4,17.9,20.9,2016,pm25,PM25,GBD Regions
32940,country,Costa Rica,CRI,region,Central Latin America,14.6,17.4,20.7,2017,pm25,PM25,GBD Regions
32941,country,Costa Rica,CRI,region,Central Latin America,14.7,17.5,20.8,2018,pm25,PM25,GBD Regions
32942,country,Costa Rica,CRI,region,Central Latin America,14.6,17.4,20.7,2019,pm25,PM25,GBD Regions
32299,country,Cuba,CUB,region,Caribbean,9.1,20.1,39.8,1990,pm25,PM25,GBD Regions
32300,country,Cuba,CUB,region,Caribbean,9.03,19.6,37.9,1995,pm25,PM25,GBD Regions
32301,country,Cuba,CUB,region,Caribbean,10.3,20.7,38.9,2000,pm25,PM25,GBD Regions
32302,country,Cuba,CUB,region,Caribbean,10.5,19,32.6,2005,pm25,PM25,GBD Regions
32303,country,Cuba,CUB,region,Caribbean,11.3,18.1,30.4,2010,pm25,PM25,GBD Regions
32304,country,Cuba,CUB,region,Caribbean,12,18.9,30.1,2011,pm25,PM25,GBD Regions
32305,country,Cuba,CUB,region,Caribbean,12.5,19.1,28.8,2012,pm25,PM25,GBD Regions
32306,country,Cuba,CUB,region,Caribbean,12.3,19.2,29.6,2013,pm25,PM25,GBD Regions
32307,country,Cuba,CUB,region,Caribbean,12.7,19.6,29.5,2014,pm25,PM25,GBD Regions
32308,country,Cuba,CUB,region,Caribbean,13,20.1,30.5,2015,pm25,PM25,GBD Regions
32309,country,Cuba,CUB,region,Caribbean,12.1,19.4,30.6,2016,pm25,PM25,GBD Regions
32310,country,Cuba,CUB,region,Caribbean,10.8,18.4,29.6,2017,pm25,PM25,GBD Regions
32311,country,Cuba,CUB,region,Caribbean,10.7,18.2,29.5,2018,pm25,PM25,GBD Regions
32312,country,Cuba,CUB,region,Caribbean,10.3,17.7,28.9,2019,pm25,PM25,GBD Regions
32341,country,Dominica,DMA,region,Caribbean,6.98,19.2,42.1,1990,pm25,PM25,GBD Regions
32342,country,Dominica,DMA,region,Caribbean,7.39,19.2,41.3,1995,pm25,PM25,GBD Regions
32343,country,Dominica,DMA,region,Caribbean,7.83,19.2,38.6,2000,pm25,PM25,GBD Regions
32344,country,Dominica,DMA,region,Caribbean,7.67,17.5,33.2,2005,pm25,PM25,GBD Regions
32345,country,Dominica,DMA,region,Caribbean,8.97,17.6,31.8,2010,pm25,PM25,GBD Regions
32346,country,Dominica,DMA,region,Caribbean,8.34,16.9,31.3,2011,pm25,PM25,GBD Regions
32347,country,Dominica,DMA,region,Caribbean,9.26,17.8,32,2012,pm25,PM25,GBD Regions
32348,country,Dominica,DMA,region,Caribbean,8.78,17.8,32,2013,pm25,PM25,GBD Regions
32349,country,Dominica,DMA,region,Caribbean,8.53,17.5,31.7,2014,pm25,PM25,GBD Regions
32350,country,Dominica,DMA,region,Caribbean,10,19.3,33.2,2015,pm25,PM25,GBD Regions
32351,country,Dominica,DMA,region,Caribbean,9,18.5,33,2016,pm25,PM25,GBD Regions
32352,country,Dominica,DMA,region,Caribbean,8.48,18.2,33.4,2017,pm25,PM25,GBD Regions
32353,country,Dominica,DMA,region,Caribbean,8.86,18.6,33.7,2018,pm25,PM25,GBD Regions
32354,country,Dominica,DMA,region,Caribbean,8.88,18.6,33.6,2019,pm25,PM25,GBD Regions
32383,country,Dominican Republic,DOM,region,Caribbean,6.29,16.7,36.9,1990,pm25,PM25,GBD Regions
32384,country,Dominican Republic,DOM,region,Caribbean,6.48,16.4,35.1,1995,pm25,PM25,GBD Regions
32385,country,Dominican Republic,DOM,region,Caribbean,7.99,18,36.2,2000,pm25,PM25,GBD Regions
32386,country,Dominican Republic,DOM,region,Caribbean,8.09,17.5,31.9,2005,pm25,PM25,GBD Regions
32387,country,Dominican Republic,DOM,region,Caribbean,8.5,16.8,29.8,2010,pm25,PM25,GBD Regions
32388,country,Dominican Republic,DOM,region,Caribbean,8.13,16.2,29,2011,pm25,PM25,GBD Regions
32389,country,Dominican Republic,DOM,region,Caribbean,8.83,17,30.2,2012,pm25,PM25,GBD Regions
32390,country,Dominican Republic,DOM,region,Caribbean,8.48,16.9,29.9,2013,pm25,PM25,GBD Regions
32391,country,Dominican Republic,DOM,region,Caribbean,8.78,17.4,30.7,2014,pm25,PM25,GBD Regions
32392,country,Dominican Republic,DOM,region,Caribbean,9.42,18.2,31.8,2015,pm25,PM25,GBD Regions
32393,country,Dominican Republic,DOM,region,Caribbean,8.81,17.8,31.3,2016,pm25,PM25,GBD Regions
32394,country,Dominican Republic,DOM,region,Caribbean,8.84,17.7,32.4,2017,pm25,PM25,GBD Regions
32395,country,Dominican Republic,DOM,region,Caribbean,8.82,17.7,32.4,2018,pm25,PM25,GBD Regions
32396,country,Dominican Republic,DOM,region,Caribbean,8.81,17.7,32.4,2019,pm25,PM25,GBD Regions
32803,country,Ecuador,ECU,region,Andean Latin America,10.6,21.7,41.7,1990,pm25,PM25,GBD Regions
32804,country,Ecuador,ECU,region,Andean Latin America,10.1,18.9,33.4,1995,pm25,PM25,GBD Regions
32805,country,Ecuador,ECU,region,Andean Latin America,11.1,18.8,30.8,2000,pm25,PM25,GBD Regions
32806,country,Ecuador,ECU,region,Andean Latin America,12.8,19.6,28.6,2005,pm25,PM25,GBD Regions
32807,country,Ecuador,ECU,region,Andean Latin America,16.3,21.3,27.7,2010,pm25,PM25,GBD Regions
32808,country,Ecuador,ECU,region,Andean Latin America,14.8,19.5,25.5,2011,pm25,PM25,GBD Regions
32809,country,Ecuador,ECU,region,Andean Latin America,15.9,20.9,27.2,2012,pm25,PM25,GBD Regions
32810,country,Ecuador,ECU,region,Andean Latin America,15.1,20,26,2013,pm25,PM25,GBD Regions
32811,country,Ecuador,ECU,region,Andean Latin America,15.9,20.8,27.2,2014,pm25,PM25,GBD Regions
32812,country,Ecuador,ECU,region,Andean Latin America,16,20.9,26.9,2015,pm25,PM25,GBD Regions
32813,country,Ecuador,ECU,region,Andean Latin America,15.9,20.7,26.8,2016,pm25,PM25,GBD Regions
32814,country,Ecuador,ECU,region,Andean Latin America,14.1,19.2,25.7,2017,pm25,PM25,GBD Regions
32815,country,Ecuador,ECU,region,Andean Latin America,14.7,20.1,26.5,2018,pm25,PM25,GBD Regions
32816,country,Ecuador,ECU,region,Andean Latin America,14.7,20,26.5,2019,pm25,PM25,GBD Regions
32971,country,El Salvador,SLV,region,Central Latin America,14.4,30.1,57.9,1990,pm25,PM25,GBD Regions
32972,country,El Salvador,SLV,region,Central Latin America,14.6,28.9,51.7,1995,pm25,PM25,GBD Regions
32973,country,El Salvador,SLV,region,Central Latin America,16.3,30.1,49.1,2000,pm25,PM25,GBD Regions
32974,country,El Salvador,SLV,region,Central Latin America,15.4,24.8,37.6,2005,pm25,PM25,GBD Regions
32975,country,El Salvador,SLV,region,Central Latin America,16.7,24.3,34.7,2010,pm25,PM25,GBD Regions
32976,country,El Salvador,SLV,region,Central Latin America,19.5,28.6,40.6,2011,pm25,PM25,GBD Regions
32977,country,El Salvador,SLV,region,Central Latin America,17.4,25.4,35.8,2012,pm25,PM25,GBD Regions
32978,country,El Salvador,SLV,region,Central Latin America,18.6,26.9,38.1,2013,pm25,PM25,GBD Regions
32979,country,El Salvador,SLV,region,Central Latin America,16.8,24.4,34.7,2014,pm25,PM25,GBD Regions
32980,country,El Salvador,SLV,region,Central Latin America,17.7,25.6,36.6,2015,pm25,PM25,GBD Regions
32981,country,El Salvador,SLV,region,Central Latin America,16.3,23.5,33.5,2016,pm25,PM25,GBD Regions
32982,country,El Salvador,SLV,region,Central Latin America,15.7,23.1,32.7,2017,pm25,PM25,GBD Regions
32983,country,El Salvador,SLV,region,Central Latin America,15.4,22.7,32.1,2018,pm25,PM25,GBD Regions
32984,country,El Salvador,SLV,region,Central Latin America,15.1,22.3,31.6,2019,pm25,PM25,GBD Regions
32425,country,Grenada,GRD,region,Caribbean,7.45,21.7,50,1990,pm25,PM25,GBD Regions
32426,country,Grenada,GRD,region,Caribbean,7.69,21.5,47.3,1995,pm25,PM25,GBD Regions
32427,country,Grenada,GRD,region,Caribbean,8.58,21.8,47.7,2000,pm25,PM25,GBD Regions
32428,country,Grenada,GRD,region,Caribbean,7.66,19.7,39.9,2005,pm25,PM25,GBD Regions
32429,country,Grenada,GRD,region,Caribbean,8.86,19.8,37.2,2010,pm25,PM25,GBD Regions
32430,country,Grenada,GRD,region,Caribbean,8.24,19.1,37.8,2011,pm25,PM25,GBD Regions
32431,country,Grenada,GRD,region,Caribbean,9.22,20.1,37.5,2012,pm25,PM25,GBD Regions
32432,country,Grenada,GRD,region,Caribbean,9.2,20.1,38.5,2013,pm25,PM25,GBD Regions
32433,country,Grenada,GRD,region,Caribbean,9.24,20.3,38.9,2014,pm25,PM25,GBD Regions
32434,country,Grenada,GRD,region,Caribbean,10.4,21.9,40.6,2015,pm25,PM25,GBD Regions
32435,country,Grenada,GRD,region,Caribbean,9.4,21.2,39.8,2016,pm25,PM25,GBD Regions
32436,country,Grenada,GRD,region,Caribbean,8.85,21,40.1,2017,pm25,PM25,GBD Regions
32437,country,Grenada,GRD,region,Caribbean,9.17,21.4,40.6,2018,pm25,PM25,GBD Regions
32438,country,Grenada,GRD,region,Caribbean,9.27,21.5,40.5,2019,pm25,PM25,GBD Regions
33013,country,Guatemala,GTM,region,Central Latin America,20.1,40,72.8,1990,pm25,PM25,GBD Regions
33014,country,Guatemala,GTM,region,Central Latin America,20,38,65.7,1995,pm25,PM25,GBD Regions
